Most Frequent Servers:
rank,server,count,distinct_ips
1873,112.232.140.32,6,1
1874,27.40.101.138,6,1
1875,49.142.208.124,6,1
1876,183.106.170.121,6,1
1877,123.9.81.194,6,1
1878,121.152.72.75,6,1
1879,146.19.191.62,6,1
1880,79.117.36.241,6,1
1881,45.144.29.226,6,1
1882,120.211.85.166,6,2
1883,1.1.1.1,6,1
1884,89.117.68.71,6,1
1885,178.141.41.176,6,1
1886,49.142.208.184,6,1
1887,117.30.38.8,6,1
1888,46.32.172.80,6,1
1889,45.228.234.217,6,1
1890,51.195.166.132,6,1
1891,78.25.93.89,6,1
1892,42.118.245.161,6,3
1893,102.8.222.159,6,2
1894,36.27.51.76,6,5
1895,103.121.174.143,6,6
1896,45.95.146.77,6,1
1897,185.117.119.71,6,1
1898,103.183.118.73,6,2
1899,193.36.63.241,6,2
1900,102.33.106.246,6,1
1901,45.10.21.226,6,1
1902,89.190.156.176,6,1
1903,102.80.10.132,5,2
1904,176.221.242.200,5,1
1905,176.221.206.115,5,1
1906,141.98.24.220,5,1
1907,95.179.169.83,5,1
1908,58.255.14.3,5,1
1909,27.39.116.113,5,1
1910,77.91.97.92,5,1
1911,144.202.89.132,5,1
1912,27.40.118.8,5,1
1913,102.80.10.136,5,2
1914,79.110.48.105,5,1
1915,23.243.208.157,5,1
1916,112.239.66.41,5,1
1917,103.169.131.2,5,1
1918,158.255.82.112,5,3
1919,83.250.127.4,5,1
1920,125.40.113.46,5,1
1921,46.227.184.192,5,1
1922,5.150.239.108,5,1
1923,36.156.127.179,5,2
1924,123.132.215.139,5,1
1925,79.110.48.191,5,1
1926,103.121.174.132,5,5
1927,172.90.128.124,5,1
1928,193.239.147.201,5,3
1929,23.124.146.195,5,1
1930,175.107.0.152,5,1
1931,59.125.27.22,5,1
1932,110.164.139.200,5,1
1933,152.160.185.181,5,1
1934,157.90.250.90,5,4
1935,107.175.136.141,5,4
1936,45.95.168.143,5,4
1937,172.45.47.229,4,1
1938,117.26.110.48,4,2
1939,163.179.132.83,4,1
1940,163.179.157.9,4,1
1941,163.179.135.199,4,1
1942,190.109.227.185,4,2
1943,182.124.52.87,4,2
1944,42.227.203.95,4,2
1945,182.117.24.177,4,2
1946,58.255.211.245,4,1
1947,120.211.69.14,4,2
1948,117.219.120.27,4,2
1949,175.11.54.37,4,2
1950,1.246.223.4,4,1
1951,1.246.223.15,4,1
1952,120.211.85.172,4,2
1953,163.179.158.9,4,1
1954,58.252.180.246,4,1
1955,182.121.157.41,4,2
1956,118.233.48.152,4,2
1957,111.61.93.20,4,2
1958,222.246.115.117,4,2
1959,125.44.14.106,4,2
1960,163.179.168.163,4,1
1961,31.146.243.215,4,1
1962,27.41.16.55,4,1
1963,163.179.153.28,4,1
1964,27.41.18.129,4,1
1965,163.179.150.157,4,1
1966,120.83.72.246,4,1
1967,163.179.133.142,4,1
1968,2.59.254.102,4,1
1969,46.101.232.194,4,1
1970,95.214.27.65,4,1
1971,202.150.184.55,4,1
1972,2.193.150.75,4,1
1973,118.250.105.55,4,2
1974,139.218.13.172,4,1
1975,175.107.0.112,4,1
1976,83.140.76.234,4,1
1977,106.122.4.187,4,1
1978,103.121.174.61,4,3
1979,120.210.48.202,4,1
1980,163.179.232.231,4,1
1981,117.255.177.199,4,1
1982,103.78.148.198,4,1
1983,202.178.113.253,4,1
1984,120.238.187.71,4,1
1985,103.169.130.254,4,2
1986,175.107.0.119,4,1
1987,202.178.125.242,4,1
1988,1.246.222.135,4,1
1989,2.59.254.175,4,1
1990,183.158.65.21,4,4
1991,46.32.172.84,4,1
1992,190.109.229.204,4,1
1993,175.107.0.180,4,1
1994,46.32.172.90,4,1
1995,101.41.2.39,4,1
1996,176.123.2.148,4,2
1997,112.238.15.251,4,1
1998,158.255.82.164,4,2
1999,87.248.20.230,4,1
2000,24.121.0.152,4,1
2001,190.211.252.50,4,4
2002,175.107.0.149,4,2
2003,123.14.43.7,4,1
2004,176.65.232.69,4,1
2005,110.35.235.125,4,1
2006,58.115.174.187,4,1
2007,123.129.135.55,4,1
2008,103.78.150.227,4,1
2009,176.66.71.61,4,1
2010,124.14.59.111,4,3
2011,222.94.229.118,4,1
2012,102.33.33.39,4,1
2013,211.32.30.194,4,1
2014,115.173.254.172,4,3
2015,102.33.47.159,4,2
2016,98.159.98.243,4,1
2017,24.199.127.80,4,1
2018,oracle.zzhreceive.top,4,1
2019,200.58.92.173,4,1
2020,46.17.41.41,4,1
2021,123.129.155.253,4,1
2022,103.246.6.67,4,1
2023,123.129.128.122,4,1
2024,46.32.172.218,4,1
2025,188.68.247.171,4,1
2026,163.179.233.80,3,1
2027,163.179.175.34,3,1
2028,94.43.10.155,3,1
2029,27.45.8.179,3,1
2030,163.179.175.21,3,1
2031,163.179.155.178,3,1
2032,163.179.154.0,3,1
2033,27.40.102.231,3,1
2034,27.39.118.139,3,1
2035,182.60.242.225,3,1
2036,163.179.134.131,3,1
2037,59.178.0.132,3,1
2038,59.99.133.251,3,1
2039,190.109.229.139,3,1
2040,103.184.170.212,3,1
2041,163.179.164.152,3,1
2042,201.243.57.254,3,1
2043,42.234.246.165,3,1
2044,123.11.241.10,3,1
2045,188.169.179.14,3,1
2046,190.55.208.159,3,1
2047,80.218.248.27,3,1
2048,182.120.8.202,3,1
2049,27.45.38.85,3,1
2050,112.240.249.113,3,1
2051,61.3.185.46,3,1
2052,120.43.48.54,3,1
2053,117.235.55.1,3,1
2054,195.112.206.227,3,1
2055,172.43.60.109,3,1
2056,182.85.217.125,3,1
2057,182.117.164.177,3,1
2058,220.168.242.97,3,1
2059,182.121.113.226,3,1
2060,113.116.226.9,3,1
2061,27.41.21.121,3,1
2062,117.26.73.151,3,1
2063,118.69.55.237,3,1
2064,1.246.223.121,3,1
2065,119.180.90.244,3,1
2066,42.230.46.101,3,1
2067,60.22.19.77,3,1
2068,117.217.238.62,3,1
2069,218.164.27.213,3,1
2070,117.255.186.223,3,1
2071,117.198.242.100,3,1
2072,172.36.83.227,3,1
2073,115.57.32.159,3,1
2074,59.88.237.168,3,1
2075,59.92.167.162,3,1
2076,42.237.35.18,3,1
2077,42.243.78.70,3,1
2078,112.229.192.18,3,1
2079,39.66.154.167,3,1
2080,123.96.180.31,3,1
2081,112.80.119.176,3,1
2082,125.42.28.237,3,1
2083,125.42.228.86,3,1
2084,117.196.25.100,3,1
2085,182.119.225.213,3,1
2086,39.74.251.215,3,1
2087,117.211.47.122,3,1
2088,115.56.148.142,3,1
2089,221.15.144.229,3,1
2090,196.218.167.243,3,1
2091,117.211.35.202,3,1
2092,171.36.137.4,3,1
2093,117.252.170.131,3,1
2094,182.127.113.211,3,1
2095,117.217.147.247,3,1
2096,115.55.147.171,3,1
2097,123.11.2.47,3,1
2098,125.104.104.75,3,1
2099,59.92.44.215,3,1
2100,39.73.144.202,3,1
2101,61.1.236.104,3,1
2102,125.44.192.207,3,1
2103,163.179.175.189,3,1
2104,115.50.41.115,3,1
2105,97.83.105.182,3,1
2106,222.141.41.81,3,1
2107,106.111.132.209,3,1
2108,119.123.137.150,3,1
2109,111.61.211.217,3,1
2110,183.0.200.5,3,1
2111,45.164.177.186,3,1
2112,116.58.229.164,3,1
2113,117.212.171.49,3,1
2114,115.50.150.138,3,1
2115,163.179.154.159,3,1
2116,115.56.12.63,3,1
2117,1.246.222.228,3,1
2118,27.40.102.115,3,1
2119,60.184.231.245,3,1
2120,42.235.79.94,3,1
2121,59.99.137.16,3,1
2122,120.86.241.35,3,1
2123,112.248.110.131,3,1
2124,117.211.46.103,3,1
2125,61.3.101.103,3,1
2126,163.179.160.216,3,1
2127,117.196.19.28,3,1
2128,59.180.163.250,3,1
2129,219.133.66.156,3,1
2130,112.239.122.148,3,1
2131,59.178.0.88,3,1
2132,222.134.11.102,3,1
2133,117.207.233.37,3,1
2134,117.216.0.119,3,1
2135,117.210.191.119,3,1
2136,117.194.149.27,3,1
2137,125.43.118.219,3,1
2138,61.0.65.250,3,1
2139,188.169.64.88,3,1
2140,42.238.251.23,3,1
2141,117.253.98.138,3,1
2142,163.179.154.237,3,1
2143,115.55.183.2,3,1
2144,59.178.146.162,3,1
2145,125.47.102.1,3,1
2146,220.184.160.184,3,1
2147,115.207.104.14,3,1
2148,182.124.86.6,3,1
2149,117.210.188.191,3,1
2150,112.248.184.165,3,1
2151,149.3.36.174,3,1
2152,163.179.154.46,3,1
2153,27.157.144.160,3,1
2154,119.123.172.32,3,1
2155,41.251.46.137,3,1
2156,172.32.37.57,3,1
2157,163.179.163.144,3,1
2158,117.29.224.77,3,1
2159,188.169.179.117,3,1
2160,163.204.43.19,3,1
2161,117.235.50.238,3,1
2162,182.96.238.6,3,1
2163,163.179.233.201,3,1
2164,163.179.134.137,3,1
2165,163.179.159.2,3,1
2166,175.107.13.100,3,1
2167,211.52.37.105,3,1
2168,163.179.157.205,3,1
2169,27.40.118.253,3,1
2170,45.164.177.144,3,1
2171,45.164.177.236,3,1
2172,45.164.177.206,3,1
2173,115.63.129.71,3,1
2174,172.36.4.217,3,1
2175,182.113.24.229,3,1
2176,182.56.204.175,3,1
2177,176.107.133.208,3,1
2178,117.255.176.72,3,1
2179,185.36.81.95,3,1
2180,49.142.208.181,3,1
2181,123.98.19.191,3,1
2182,211.148.106.192,3,1
2183,220.115.61.146,3,1
2184,178.141.138.250,3,1
2185,202.14.121.110,3,1
2186,79.170.24.211,3,1
2187,1.246.223.50,3,1
2188,190.99.94.126,3,1
2189,103.169.131.253,3,1
2190,101.0.42.132,3,1
2191,203.115.85.144,3,1
2192,103.83.145.205,3,1
2193,200.90.147.171,3,1
2194,27.24.224.231,3,2
2195,175.107.0.58,3,1
2196,103.40.199.251,3,1
2197,198.200.122.60,3,1
2198,38.137.27.213,3,1
2199,158.174.51.251,3,1
2200,58.222.117.98,3,1
2201,46.32.172.69,3,1
2202,46.32.172.75,3,1
2203,178.141.62.54,3,1
2204,221.1.148.21,3,1
2205,103.41.27.184,3,1
2206,123.193.38.22,3,1
2207,175.107.0.206,3,1
2208,175.107.1.32,3,1
2209,175.107.0.251,3,1
2210,121.202.207.176,3,1
2211,101.0.42.55,3,1
2212,27.215.151.53,3,1
2213,27.44.101.134,3,1
2214,175.107.0.140,3,1
2215,59.58.42.79,3,1
2216,89.149.118.108,3,1
2217,119.179.27.221,3,1
2218,178.124.219.3,3,1
2219,125.94.202.242,3,1
2220,111.70.13.126,3,1
2221,175.107.0.253,3,1
2222,219.68.181.53,3,1
2223,36.27.43.233,3,2
2224,202.178.125.30,3,1
2225,112.231.53.28,3,1
2226,103.121.174.157,3,3
2227,211.116.209.34,3,1
2228,186.232.202.92,3,1
2229,90.158.225.234,3,1
2230,202.83.56.11,3,1
2231,115.172.247.214,3,3
2232,102.33.73.3,3,1
2233,158.255.82.169,3,1
2234,27.36.151.27,3,2
2235,118.91.54.34,3,1
2236,182.60.243.225,3,1
2237,112.239.96.156,3,1
2238,175.107.0.210,3,2
2239,102.80.10.151,3,2
2240,1.246.222.208,3,1
2241,172.15.51.147,3,1
2242,207.42.135.110,3,1
2243,173.170.79.84,3,1
2244,158.255.82.73,3,1
2245,175.107.0.54,3,1
2246,119.123.76.189,3,1
2247,119.186.211.57,3,1
2248,175.107.0.141,3,1
2249,213.92.255.192,3,1
2250,76.95.200.219,3,1
2251,102.33.46.6,3,1
2252,103.169.130.249,3,2
2253,112.237.1.38,3,1
2254,46.32.172.92,3,1
2255,183.159.66.67,3,2
2256,117.216.26.91,3,2
2257,74.62.240.138,3,1
2258,102.71.155.109,3,2
2259,182.56.166.56,3,1
2260,175.107.1.97,3,1
2261,61.1.235.116,3,1
2262,102.20.3.135,3,2
2263,42.224.208.207,3,1
2264,46.13.21.76,3,1
2265,112.31.72.39,3,1
2266,175.107.37.122,3,1
2267,27.205.27.54,3,1
2268,58.255.208.255,3,1
2269,112.31.0.113,3,1
2270,175.107.13.227,3,2
2271,45.88.90.110,3,2
2272,175.107.0.233,3,2
2273,183.12.195.52,3,1
2274,1.87.219.129,3,3
2275,112.11.250.114,3,1
2276,124.40.249.156,3,3
2277,218.68.100.142,3,1
2278,120.233.194.85,3,3
2279,27.45.104.60,3,1
2280,45.123.251.202,3,2
2281,220.90.57.95,3,1
2282,112.239.66.76,3,1
2283,175.107.0.100,3,1
2284,117.252.210.42,3,1
2285,119.123.247.142,3,1
2286,158.255.82.162,3,1
2287,112.3.26.135,3,1
2288,200.69.62.147,3,1
2289,46.32.172.66,3,1
2290,111.59.6.77,3,1
2291,123.129.134.183,3,1
2292,67.198.237.222,3,1
2293,36.150.155.1,3,1
2294,60.217.120.115,3,1
2295,152.160.187.101,3,1
2296,124.15.151.180,3,2
2297,112.248.244.66,3,1
2298,103.173.230.242,3,1
2299,112.239.66.216,3,1
2300,36.153.91.18,3,1
2301,178.141.186.217,3,1
2302,175.107.0.109,3,2
2303,27.207.252.251,3,1
2304,113.161.50.49,3,1
2305,219.157.9.23,3,1
2306,202.178.113.32,3,1
2307,112.239.66.221,3,1
2308,158.255.82.89,3,2
2309,200.58.89.78,3,1
2310,46.32.172.86,3,1
2311,60.209.83.90,3,1
2312,103.161.181.149,3,1
2313,60.214.86.80,3,1
2314,46.32.172.111,3,1
2315,116.212.132.103,3,1
2316,75.74.28.210,3,1
2317,211.148.107.120,3,2
2318,119.183.29.252,3,1
2319,175.107.0.52,3,1
2320,102.33.40.65,3,2
2321,175.107.0.117,3,1
2322,46.32.172.205,3,1
2323,175.107.1.85,3,1
2324,scan.legithub.us,3,1
2325,185.47.62.133,2,1
2326,49.142.208.147,2,1
2327,49.142.208.40,2,1
2328,49.142.208.82,2,1
2329,49.142.208.101,2,1
2330,85.192.40.14,2,1
2331,85.97.109.9,2,1
2332,179.43.154.193,2,1
2333,194.180.48.32,2,1
2334,111.92.78.112,2,1
2335,113.116.240.184,2,1
2336,201.150.177.63,2,1
2337,39.81.228.87,2,1
2338,61.152.208.181,2,2
2339,102.33.42.253,2,1
2340,111.14.147.156,2,1
2341,117.219.121.172,2,1
2342,112.239.70.75,2,1
2343,125.43.38.143,2,1
2344,80.53.153.185,2,1
2345,117.221.125.30,2,1
2346,103.41.27.101,2,1
2347,102.33.19.54,2,1
2348,49.143.32.38,2,1
2349,61.82.94.1,2,1
2350,175.107.13.11,2,1
2351,1.246.222.107,2,1
2352,125.104.63.199,2,1
2353,183.17.146.67,2,1
2354,101.0.33.126,2,1
2355,27.217.48.128,2,1
2356,61.52.8.242,2,1
2357,1.246.222.109,2,1
2358,158.255.82.108,2,2
2359,171.38.220.123,2,1
2360,182.114.35.207,2,1
2361,163.179.152.5,2,1
2362,190.109.229.224,2,1
2363,27.217.230.161,2,1
2364,27.206.85.244,2,1
2365,102.33.84.171,2,1
2366,1.246.223.146,2,1
2367,180.188.232.203,2,1
2368,202.164.138.93,2,1
2369,92.47.195.166,2,1
2370,120.211.100.251,2,1
2371,102.51.60.167,2,2
2372,59.92.43.216,2,2
2373,102.33.1.55,2,1
2374,102.33.33.142,2,1
2375,221.15.194.242,2,1
2376,121.202.195.53,2,1
2377,39.144.16.162,2,1
2378,175.107.0.91,2,1
2379,118.199.50.106,2,1
2380,115.49.250.3,2,1
2381,121.202.205.117,2,1
2382,220.115.106.83,2,2
2383,59.96.106.59,2,1
2384,218.63.33.50,2,1
2385,101.108.6.163,2,1
2386,177.22.120.111,2,1
2387,114.222.70.68,2,1
2388,111.92.122.209,2,1
2389,103.177.185.69,2,1
2390,69.196.25.91,2,1
2391,45.95.146.41,2,1
2392,111.61.93.21,2,1
2393,121.202.193.65,2,1
2394,119.123.176.128,2,1
2395,124.123.71.60,2,1
2396,103.40.196.92,2,1
2397,175.107.1.146,2,1
2398,60.211.74.212,2,1
2399,111.92.78.187,2,1
2400,110.243.24.206,2,1
2401,110.182.251.65,2,1
2402,220.201.173.77,2,1
2403,115.62.171.216,2,1
2404,103.78.148.122,2,1
2405,39.73.238.105,2,1
2406,124.234.255.226,2,1
2407,103.195.140.39,2,1
2408,117.63.212.95,2,1
2409,58.240.11.33,2,1
2410,175.107.13.219,2,1
2411,101.0.34.179,2,1
2412,163.179.249.70,2,1
2413,27.215.45.132,2,1
2414,27.223.163.89,2,1
2415,112.242.104.111,2,1
2416,182.117.126.197,2,1
2417,111.61.93.8,2,1
2418,222.188.171.83,2,1
2419,112.248.140.66,2,1
2420,112.238.165.151,2,1
2421,110.182.45.105,2,1
2422,183.61.16.105,2,1
2423,67.174.184.136,2,1
2424,112.239.71.82,2,1
2425,182.121.67.243,2,1
2426,58.252.180.80,2,1
2427,117.194.147.207,2,2
2428,175.107.13.180,2,2
2429,117.223.90.252,2,1
2430,112.239.98.159,2,1
2431,175.107.0.27,2,1
2432,111.61.154.108,2,1
2433,103.40.198.190,2,1
2434,60.220.119.117,2,1
2435,58.47.163.161,2,1
2436,172.87.174.154,2,1
2437,117.216.20.112,2,1
2438,112.254.82.200,2,1
2439,117.241.181.98,2,1
2440,42.237.100.53,2,1
2441,36.156.127.160,2,1
2442,37.49.230.201,2,1
2443,175.107.0.114,2,1
2444,175.107.13.143,2,1
2445,112.239.71.105,2,1
2446,163.179.234.106,2,1
2447,117.211.44.220,2,1
2448,102.33.15.166,2,1
2449,78.188.54.121,2,1
2450,175.107.1.219,2,1
2451,121.202.196.236,2,1
2452,102.33.100.150,2,1
2453,101.0.50.187,2,1
2454,220.93.70.27,2,1
2455,103.78.148.188,2,1
2456,202.3.73.143,2,1
2457,175.107.13.147,2,1
2458,1.246.223.59,2,1
2459,125.44.28.89,2,1
2460,151.53.102.221,2,1
2461,175.107.0.104,2,1
2462,186.74.57.35,2,1
2463,117.223.188.82,2,1
2464,118.171.204.102,2,1
2465,27.194.17.164,2,1
2466,119.123.166.52,2,1
2467,1.246.222.232,2,1
2468,112.255.135.97,2,1
2469,49.68.16.83,2,1
2470,125.104.96.228,2,1
2471,175.107.0.144,2,1
2472,182.117.3.84,2,1
2473,27.193.195.251,2,1
2474,83.243.215.222,2,1
2475,182.126.127.23,2,1
2476,157.211.224.90,2,1
2477,66.0.63.7,2,1
2478,102.33.40.29,2,1
2479,221.15.166.10,2,1
2480,102.33.77.175,2,1
2481,61.3.111.67,2,1
2482,111.61.219.200,2,1
2483,222.137.85.160,2,1
2484,175.107.0.211,2,1
2485,175.107.0.252,2,1
2486,61.3.82.49,2,1
2487,210.89.62.237,2,1
2488,123.235.15.208,2,1
2489,163.179.163.9,2,1
2490,68.206.242.179,2,1
2491,185.243.137.203,2,1
2492,103.181.160.41,2,1
2493,103.41.27.2,2,1
2494,123.5.169.192,2,1
2495,202.83.57.34,2,1
2496,123.129.153.216,2,1
2497,117.207.231.24,2,2
2498,119.185.169.82,2,1
2499,178.176.222.187,2,1
2500,113.87.226.242,2,1
2501,175.107.13.167,2,1
2502,175.107.0.237,2,1
2503,222.138.222.251,2,1
2504,103.181.160.108,2,1
2505,27.40.119.100,2,1
2506,115.50.83.72,2,1
2507,125.106.63.146,2,1
2508,103.83.145.245,2,1
2509,103.40.196.91,2,1
2510,175.107.0.46,2,1
2511,117.215.240.96,2,2
2512,101.0.42.1,2,1
2513,102.33.46.246,2,1
2514,117.243.247.58,2,1
2515,112.238.138.251,2,1
2516,116.68.102.153,2,1
2517,103.104.45.122,2,1
2518,171.12.98.162,2,1
2519,180.103.37.195,2,1
2520,112.239.66.12,2,1
2521,223.130.30.127,2,1
2522,71.215.85.127,2,1
2523,117.235.56.155,2,2
2524,120.237.65.51,2,1
2525,183.33.69.137,2,1
2526,61.1.224.43,2,1
2527,176.221.251.139,2,1
2528,102.33.34.33,2,1
2529,42.202.102.196,2,1
2530,223.9.126.242,2,1
2531,112.239.71.115,2,1
2532,117.255.23.100,2,1
2533,175.8.161.39,2,1
2534,102.8.204.148,2,1
2535,120.229.76.253,2,1
2536,111.92.79.19,2,1
2537,175.107.13.109,2,2
2538,45.164.177.248,2,1
2539,103.83.145.149,2,1
2540,27.202.190.94,2,1
2541,121.202.194.65,2,1
2542,125.105.55.9,2,1
2543,102.33.42.108,2,1
2544,175.107.0.168,2,1
2545,183.150.60.238,2,1
2546,223.130.30.103,2,1
2547,178.141.203.48,2,1
2548,46.32.172.87,2,1
2549,163.179.163.37,2,1
2550,103.77.43.3,2,1
2551,175.107.13.18,2,1
2552,27.207.37.68,2,1
2553,210.89.62.185,2,1
2554,61.53.87.155,2,1
2555,103.78.150.152,2,1
2556,103.40.198.214,2,1
2557,221.0.123.124,2,1
2558,102.33.46.162,2,2
2559,190.109.228.244,2,1
2560,103.158.217.70,2,1
2561,180.88.224.112,2,2
2562,125.105.94.177,2,1
2563,121.202.249.236,2,1
2564,102.33.34.166,2,1
2565,45.164.177.161,2,1
2566,125.42.200.163,2,1
2567,116.68.101.134,2,1
2568,117.210.183.177,2,1
2569,175.107.1.145,2,2
2570,67.87.88.185,2,1
2571,121.202.197.165,2,1
2572,42.239.230.182,2,1
2573,217.125.231.86,2,1
2574,103.78.150.131,2,1
2575,121.202.194.175,2,1
2576,112.239.70.242,2,1
2577,5.42.67.3,2,1
2578,112.239.66.25,2,1
2579,45.201.189.9,2,1
2580,175.107.1.180,2,1
2581,149.3.73.249,2,1
2582,115.51.123.84,2,1
2583,182.119.226.214,2,1
2584,183.159.234.142,2,1
2585,158.255.82.139,2,1
2586,223.73.64.250,2,1
2587,175.107.13.155,2,1
2588,190.109.228.29,2,1
2589,175.107.0.190,2,1
2590,125.43.34.229,2,1
2591,172.36.49.251,2,1
2592,194.186.4.85,2,1
2593,125.43.35.92,2,1
2594,117.217.234.66,2,1
2595,114.226.134.122,2,1
2596,175.107.13.64,2,1
2597,112.239.122.189,2,1
2598,222.137.105.2,2,1
2599,123.8.63.254,2,1
2600,219.157.215.97,2,1
2601,202.14.123.60,2,1
2602,45.164.177.130,2,1
2603,112.248.107.110,2,1
2604,102.33.40.159,2,1
2605,111.170.104.52,2,1
2606,39.79.0.152,2,1
2607,46.32.172.88,2,1
2608,125.41.6.10,2,1
2609,175.107.1.142,2,1
2610,42.7.243.192,2,1
2611,175.107.13.254,2,1
2612,221.14.53.41,2,1
2613,219.78.91.237,2,1
2614,203.115.85.206,2,1
2615,117.26.66.22,2,1
2616,175.107.1.112,2,1
2617,117.132.193.138,2,1
2618,42.231.174.8,2,1
2619,102.51.21.124,2,1
2620,114.239.76.14,2,2
2621,42.225.207.137,2,1
2622,175.107.0.125,2,1
2623,163.179.173.20,2,1
2624,111.61.93.196,2,1
2625,103.184.170.97,2,1
2626,123.14.199.23,2,1
2627,24.209.229.203,2,1
2628,102.75.83.111,2,1
2629,27.35.162.6,2,1
2630,175.107.0.83,2,1
2631,42.238.116.45,2,1
2632,112.239.70.254,2,1
2633,175.107.13.93,2,1
2634,140.243.220.169,2,1
2635,58.255.13.222,2,1
2636,183.145.35.93,2,1
2637,123.5.172.109,2,1
2638,219.157.251.184,2,1
2639,103.78.148.244,2,1
2640,220.168.3.128,2,1
2641,103.83.145.174,2,1
2642,117.199.10.175,2,2
2643,45.164.177.179,2,1
2644,175.107.0.138,2,1
2645,123.129.151.166,2,1
2646,120.211.66.40,2,1
2647,222.246.126.198,2,1
2648,45.164.177.202,2,1
2649,112.238.103.164,2,1
2650,154.58.31.66,2,1
2651,36.150.155.41,2,1
2652,114.225.48.21,2,2
2653,175.107.0.146,2,1
2654,175.107.13.128,2,1
2655,115.50.2.88,2,1
2656,101.87.31.43,2,1
2657,121.62.251.164,2,1
2658,103.169.130.251,2,2
2659,102.33.4.146,2,1
2660,78.161.25.26,2,1
2661,27.207.6.131,2,1
2662,188.170.195.135,2,1
2663,124.14.194.35,2,1
2664,157.211.173.77,2,1
2665,45.164.177.239,2,1
2666,175.107.0.126,2,1
2667,103.176.16.135,2,1
2668,178.141.40.140,2,1
2669,91.185.145.120,2,1
2670,102.80.10.153,2,2
2671,120.229.51.218,2,1
2672,175.107.13.245,2,1
2673,112.238.54.123,2,1
2674,175.107.2.177,2,1
2675,102.55.193.22,2,1
2676,64.237.177.71,2,1
2677,120.86.240.189,2,1
2678,182.122.234.69,2,1
2679,27.41.18.212,2,1
2680,106.122.217.179,2,1
2681,175.107.13.198,2,1
2682,113.89.81.28,2,1
2683,175.107.0.7,2,1
2684,117.29.227.229,2,1
2685,27.106.168.132,2,1
2686,221.1.224.94,2,1
2687,163.179.157.4,2,1
2688,102.33.40.186,2,1
2689,113.69.128.10,2,2
2690,115.214.8.254,2,1
2691,102.71.4.7,2,1
2692,125.118.80.46,2,1
2693,175.107.37.213,2,1
2694,102.80.10.135,2,2
2695,222.136.171.13,2,1
2696,175.107.13.183,2,1
2697,185.32.4.68,2,1
2698,45.164.177.167,2,1
2699,103.181.160.2,2,1
2700,202.178.125.86,2,1
2701,37.53.131.100,2,1
2702,175.107.0.11,2,1
2703,27.41.16.103,2,1
2704,220.152.143.80,2,1
2705,178.141.110.73,2,1
2706,183.215.139.197,2,1
2707,163.179.168.169,2,1
2708,102.33.93.224,2,1
2709,115.204.65.140,2,2
2710,120.231.249.32,2,1
2711,197.148.33.9,2,1
2712,158.255.82.153,2,1
2713,175.107.0.88,2,1
2714,163.179.162.131,2,1
2715,27.40.75.143,2,1
2716,120.211.41.15,2,1
2717,175.107.0.156,2,2
2718,219.134.219.225,2,1
2719,203.176.129.119,2,1
2720,117.140.20.85,2,1
2721,14.120.88.221,2,1
2722,124.255.20.101,2,1
2723,212.20.47.7,2,1
2724,175.107.37.130,2,1
2725,60.251.190.147,2,1
2726,175.107.13.235,2,1
2727,178.141.49.30,2,1
2728,175.107.13.108,2,1
2729,24.206.7.241,2,1
2730,120.84.12.16,2,2
2731,117.219.120.2,2,1
2732,218.90.75.192,2,2
2733,102.33.85.22,2,1
2734,61.52.73.221,2,1
2735,89.113.5.29,2,1
2736,95.214.27.201,2,1
2737,42.239.13.239,2,1
2738,200.58.94.16,2,1
2739,180.188.251.102,2,1
2740,178.141.79.117,2,1
2741,118.91.54.49,2,1
2742,103.78.148.184,2,1
2743,85.174.199.169,2,1
2744,45.186.202.223,2,2
2745,222.163.14.13,2,1
2746,31.163.184.172,2,1
2747,102.33.44.2,2,1
2748,42.239.255.24,2,1
2749,219.157.195.23,2,1
2750,41.86.19.152,2,1
2751,200.58.94.233,2,1
2752,125.105.136.255,2,1
2753,175.107.0.213,2,1
2754,61.245.153.111,2,1
2755,112.248.113.105,2,1
2756,220.112.28.219,2,2
2757,175.107.0.225,2,1
2758,78.38.64.69,2,1
2759,172.36.52.229,2,1
2760,175.107.0.143,2,1
2761,123.14.81.192,2,1
2762,102.33.39.52,2,1
2763,111.55.136.101,2,1
2764,103.82.25.250,2,1
2765,112.252.214.74,2,1
2766,113.118.248.251,2,1
2767,59.97.172.197,2,1
2768,112.248.125.241,2,1
2769,124.255.20.43,2,1
2770,125.120.158.168,2,1
2771,81.223.20.226,2,1
2772,39.126.203.159,2,1
2773,175.107.13.165,2,1
2774,106.58.38.159,2,2
2775,202.178.113.13,2,1
2776,183.157.3.115,2,1
2777,125.40.222.6,2,1
2778,46.32.172.82,2,1
2779,117.211.44.93,2,1
2780,175.107.0.158,2,1
2781,45.164.177.152,2,1
2782,178.141.128.86,2,1
2783,46.32.172.67,2,1
2784,182.121.116.67,2,1
2785,64.237.187.151,2,1
2786,111.55.141.250,2,1
2787,94.158.244.54,2,1
2788,102.33.38.172,2,2
2789,102.33.136.217,2,2
2790,42.224.141.146,2,1
2791,77.53.185.20,2,1
2792,219.157.240.166,2,1
2793,178.141.214.213,2,1
2794,176.213.240.160,2,1
2795,201.150.175.232,2,1
2796,102.33.39.161,2,2
2797,178.141.24.195,2,1
2798,175.107.0.208,2,1
2799,119.186.208.218,2,1
2800,172.36.58.206,2,1
2801,167.179.129.118,2,1
2802,117.63.249.100,2,1
2803,112.237.167.194,2,1
